	gene_name	PD_2	PD_4	PD_12	Control_3	Control_7	Control_11
ENSG00000206344	HMG20A	391	552	849	843	905	827
ENSG00000176998	HMG20B	36	95	163	85	101	50
ENSG00000227262	HMGA1	114	235	265	277	282	146
None	HMGA1P7	12	1	11	4	7	2
ENSG00000204625	HMGA2	3	0	3	2	0	4
ENSG00000101336	HMGB1	330	612	1042	764	898	251
ENSG00000180353	HMGB2	712	1143	1237	964	1234	514
ENSG00000164588	HMGB3	123	276	430	269	343	237
ENSG00000099822	HMGB3P1	2	0	1	0	0	0
ENSG00000143630	HMGB4	2	0	5	0	6	0
ENSG00000138622	HMGCL	200	537	750	368	380	292
ENSG00000206337	HMGCLL1	293	475	941	470	598	199
ENSG00000161610	HMGCR	1630	1699	2572	3181	2522	1512
ENSG00000121764	HMGCS1	2165	1436	2800	3044	3107	1232
ENSG00000137252	HMGCS2	1	0	2	1	0	3
ENSG00000126264	HMGN1	126	134	258	176	213	85
ENSG00000116478	HMGN2	28	37	114	37	49	2
ENSG00000100429	HMGN2P46	2	1	2	0	0	5
ENSG00000163517	HMGN3	1195	1934	2748	2679	2791	888
ENSG00000244502	HMGN3-AS1	119	322	356	369	429	46
ENSG00000196591	HMGN4	464	645	649	632	725	306
ENSG00000171720	HMGN5	90	238	338	119	252	97
ENSG00000068024	HMGXB3	157	305	369	317	390	318
ENSG00000108840	HMGXB4	176	195	357	327	255	198
ENSG00000094631	HMHA1	77	83	108	70	145	135
ENSG00000061273	HMHB1	0	0	0	0	0	0
ENSG00000147099	HMMR	35	29	14	24	34	8
ENSG00000048052	HMMR-AS1	1	3	2	0	10	1
ENSG00000140287	HMOX1	93	285	67	70	64	44
ENSG00000111906	HMOX2	969	2769	2604	2640	3719	812
ENSG00000184508	HMP19	5620	10619	10110	10638	12434	7966
ENSG00000143321	HMSD	26	14	0	17	9	8
ENSG00000112273	HMX1	7	5	0	0	0	1
None	HMX2	4	0	0	0	0	0
None	HMX3	0	0	0	0	0	0
None	HN1	1324	3580	4335	3529	4459	871
ENSG00000167220	HN1L	64	33	34	68	31	30
ENSG00000119431	HNCAT21	0	0	0	0	0	6
ENSG00000115677	HNF1A	9	4	4	15	10	13
ENSG00000165259	HNF1A-AS1	8	0	3	0	0	0
ENSG00000119285	HNF1B	2	5	9	1	5	0
ENSG00000155393	HNF4A	9	3	0	1	0	0
ENSG00000187105	HNF4A-AS1	0	0	2	0	0	0
ENSG00000129493	HNF4G	25	13	3	4	22	36
ENSG00000008869	HNMT	306	328	369	458	672	77
ENSG00000068097	HNRNPA0	549	825	1480	1065	1486	552
ENSG00000270379	HNRNPA1	400	695	742	532	679	369
ENSG00000013583	HNRNPA1L2	42	82	138	113	162	63
ENSG00000051620	HNRNPA1P10	5	5	1	6	1	0
ENSG00000112406	HNRNPA1P33	0	0	0	0	0	0
ENSG00000092148	HNRNPA2B1	2345	4543	4790	4011	4590	1851
ENSG00000165338	HNRNPA3	432	1043	1566	1054	1184	608
ENSG00000289228	HNRNPA3P1	1	3	2	0	1	0
ENSG00000126107	HNRNPAB	300	563	674	488	524	317
ENSG00000173064	HNRNPC	752	1391	1659	1345	2109	434
ENSG00000002746	HNRNPCL1	2	9	8	13	17	0
ENSG00000138411	HNRNPCL2	1	2	0	0	0	0
ENSG00000173706	HNRNPCL3	0	0	0	0	0	0
ENSG00000278970	HNRNPCL4	0	0	0	0	0	0
ENSG00000127311	HNRNPD	773	1499	2014	1526	2195	952
ENSG00000119969	HNRNPDL	1268	2687	3497	2880	3301	1271
ENSG00000163312	HNRNPF	253	261	337	287	335	114
ENSG00000187821	HNRNPH1	505	705	888	872	807	260
ENSG00000198265	HNRNPH2	6	13	18	12	8	12
ENSG00000130589	HNRNPH3	658	973	1096	871	1071	305
ENSG00000136929	HNRNPK	794	1533	2591	1961	2402	1262
ENSG00000114735	HNRNPKP3	3	1	3	2	0	0
ENSG00000162639	HNRNPL	116	83	104	137	173	68
ENSG00000165478	HNRNPLL	450	426	609	513	615	237
ENSG00000188175	HNRNPM	551	1163	1246	987	1278	598
ENSG00000089472	HNRNPR	731	1219	1583	1045	1641	498
ENSG00000181333	HNRNPU	1473	2354	2380	2188	2537	1413
ENSG00000221932	HNRNPU-AS1	849	1188	1916	1296	1356	392
ENSG00000103657	HNRNPUL1	243	388	424	482	393	338
ENSG00000128731	HNRNPUL2	538	899	865	1181	1191	866
ENSG00000259845	HNRNPUL2-BSCL2	0	0	0	0	0	0
ENSG00000276550	HOGA1	3	9	3	2	11	13
ENSG00000180229	HOMER1	166	230	396	355	435	186
ENSG00000290376	HOMER2	18	61	47	51	34	28
ENSG00000230267	HOMER3	14	31	99	25	9	2
ENSG00000281909	HOMEZ	21	9	24	41	39	16
ENSG00000206149	HOOK1	217	532	587	650	551	284
ENSG00000291082	HOOK2	36	61	101	83	55	14
ENSG00000138641	HOOK3	812	1541	1752	1615	1627	1067
ENSG00000287542	HOPX	385	100	412	139	226	131
ENSG00000148634	HORMAD1	0	7	0	3	0	0
ENSG00000138646	HORMAD2	1	6	2	2	21	3
ENSG00000138642	HORMAD2-AS1	10	26	4	6	11	0
ENSG00000051108	HOTAIR	3	1	2	0	0	2
ENSG00000122557	HOTAIRM1	8	0	0	0	0	0
ENSG00000114315	HOTS	0	0	0	0	0	0
ENSG00000069812	HOTTIP	0	1	0	0	0	0
ENSG00000173673	HOXA-AS2	2	2	0	0	0	0
ENSG00000188290	HOXA-AS3	2	2	3	0	2	1
ENSG00000197921	HOXA1	5	0	0	0	0	0
ENSG00000144485	HOXA10	4	4	0	0	0	0
ENSG00000179111	HOXA10-AS	0	0	2	0	0	0
ENSG00000163666	HOXA10-HOXA9	0	0	0	0	0	0
ENSG00000213614	HOXA11	0	0	0	0	0	0
ENSG00000260339	HOXA11-AS	1	0	0	0	0	0
ENSG00000049860	HOXA13	2	4	0	0	0	0
None	HOXA2	3	0	0	0	0	0
ENSG00000186834	HOXA3	1	1	0	0	0	0
ENSG00000168517	HOXA4	0	1	0	0	0	0
ENSG00000164683	HOXA5	1	1	0	0	1	0
ENSG00000135547	HOXA6	2	0	0	0	1	0
ENSG00000163909	HOXA7	2	0	0	0	3	0
ENSG00000010704	HOXA9	1	0	0	0	0	0
ENSG00000168509	HOXB-AS1	0	0	0	0	0	0
ENSG00000162669	HOXB-AS3	0	0	0	0	0	1
None	HOXB1	4	0	0	0	0	0
ENSG00000113924	HOXB13	8	0	0	0	0	0
ENSG00000019991	HOXB2	1	0	0	0	0	0
ENSG00000109758	HOXB3	2	0	2	0	0	0
ENSG00000235173	HOXB4	0	0	0	0	0	0
ENSG00000185359	HOXB5	0	0	0	0	0	0
ENSG00000165102	HOXB6	0	0	0	0	0	0
ENSG00000054392	HOXB7	0	0	0	0	0	2
ENSG00000010282	HOXB8	0	2	0	0	0	0
ENSG00000152804	HOXB9	0	1	4	0	0	0
ENSG00000164161	HOXC-AS1	0	0	0	0	0	0
ENSG00000248890	HOXC-AS2	0	3	0	0	0	0
ENSG00000182218	HOXC-AS3	0	0	0	0	0	0
ENSG00000143512	HOXC10	0	0	0	0	0	0
ENSG00000132297	HOXC11	0	0	0	0	2	1
ENSG00000114455	HOXC12	0	0	0	0	0	0
None	HOXC13	4	0	0	0	0	0
None	HOXC13-AS	0	0	0	0	0	0
None	HOXC4	0	0	0	0	0	1
None	HOXC5	1	0	0	2	0	0
ENSG00000106049	HOXC6	1	3	6	0	0	0
ENSG00000198130	HOXC8	2	0	0	0	0	0
ENSG00000177374	HOXC9	0	1	0	0	0	0
ENSG00000169635	HOXD-AS2	1	3	0	0	0	0
ENSG00000167861	HOXD1	0	7	1	0	0	8
ENSG00000263586	HOXD10	0	0	0	0	0	1
ENSG00000100644	HOXD11	0	0	0	0	0	1
None	HOXD12	0	0	0	0	0	0
None	HOXD13	0	1	0	0	0	0
ENSG00000166135	HOXD3	10	0	0	0	0	2
ENSG00000124440	HOXD4	0	3	0	0	0	0
ENSG00000181061	HOXD8	0	1	0	0	0	0
ENSG00000131097	HOXD9	0	0	0	0	0	2
ENSG00000214511	HP	3	0	0	0	14	0
ENSG00000146066	HP09025	3	6	0	0	0	0
ENSG00000175202	HP09053	173	519	693	571	486	362
ENSG00000135245	HP1BP3	997	2138	2696	1954	2373	1252
None	HPCA	55	72	68	54	22	44
ENSG00000172273	HPCAL1	1219	1424	1305	1468	1570	1148
ENSG00000169567	HPCAL4	480	1128	1126	759	830	515
ENSG00000137133	HPD	0	3	0	0	8	0
ENSG00000111911	HPDL	14	50	2	45	16	16
ENSG00000127946	HPGD	170	283	215	526	840	177
ENSG00000130787	HPGDS	0	1	0	0	2	0
ENSG00000163349	HPN	10	17	5	30	8	14
ENSG00000235527	HPN-AS1	9	6	4	3	3	5
ENSG00000064393	HPR	49	20	8	3	19	0
ENSG00000110422	HPRT1	1997	5964	6575	6105	8477	2242
ENSG00000160396	HPS1	181	290	564	401	534	187
ENSG00000100084	HPS3	587	938	1045	713	804	614
ENSG00000149929	HPS4	198	355	457	456	401	242
None	HPS5	129	130	171	203	211	60
None	HPS6	72	193	158	209	181	130
None	HPSE	13	10	0	3	0	5
None	HPSE2	54	69	62	24	21	32
ENSG00000168298	HPVC1	0	0	2	0	0	0
None	HPX	9	9	25	11	1	10
None	HPYR1	0	0	0	0	0	0
ENSG00000277075	HR	86	100	197	244	126	159
ENSG00000278463	HRAS	769	1959	2108	2163	2540	853
None	HRASLS	78	103	165	89	141	20
None	HRASLS2	6	0	22	3	3	0
None	HRASLS5	48	80	16	0	0	4
None	HRAT13	1	0	2	0	0	1
ENSG00000274997	HRAT17	1	0	2	0	0	0
None	HRAT5	3	0	4	2	1	0
None	HRAT56	6	0	1	0	2	0
ENSG00000196747	HRAT92	2	10	0	7	9	7
ENSG00000196787	HRC	3	14	16	4	1	3
ENSG00000275221	HRCT1	1	0	0	0	9	11
ENSG00000276903	HRG	1	0	1	0	0	5
ENSG00000278677	HRH1	30	17	0	32	15	16
None	HRH2	5	4	21	5	11	7
None	HRH3	54	97	62	99	70	97
None	HRH4	3	0	0	1	0	0
None	HRK	14	13	0	14	7	5
None	HRNR	6	0	2	4	0	0
None	HRSP12	1196	761	1474	930	1094	422
None	HS1BP3	71	108	70	42	46	30
ENSG00000180596	HS1BP3-IT1	0	0	0	0	0	0
ENSG00000273802	HS2ST1	317	642	605	557	585	388
ENSG00000274290	HS3ST1	2	7	21	2	8	14
ENSG00000277224	HS3ST2	16	80	66	31	29	44
ENSG00000278588	HS3ST3A1	4	1	0	9	0	3
None	HS3ST3B1	11	22	31	1	0	3
None	HS3ST4	3	20	243	9	11	0
None	HS3ST5	174	322	270	459	468	381
None	HS3ST6	0	0	0	0	0	0
None	HS6ST1	119	137	168	150	108	208
None	HS6ST2	272	205	949	675	778	169
None	HS6ST2-AS1	1	0	0	0	0	0
None	HS6ST3	539	870	775	1717	1278	843
None	HSBP1	2543	5147	6805	5153	6581	1346
None	HSBP1L1	195	295	210	269	320	44
None	HSCB	81	113	160	112	109	72
None	HSD11B1	88	7	0	21	22	5
None	HSD11B1L	238	334	739	459	582	212
None	HSD11B2	7	0	5	2	1	0
None	HSD17B1	30	97	119	74	141	64
None	HSD17B10	568	1226	1501	1510	1786	168
None	HSD17B11	175	406	383	186	190	149
None	HSD17B12	1614	2617	2787	3781	3138	2816
None	HSD17B13	9	24	55	12	12	12
None	HSD17B14	64	81	213	140	113	114
None	HSD17B2	3	0	1	0	0	0
None	HSD17B3	1	11	1	0	0	2
None	HSD17B4	756	1136	2028	1307	1665	552
None	HSD17B6	12	6	146	40	18	9
None	HSD17B7	59	68	63	68	48	13
None	HSD17B7P2	18	6	1	14	5	4
None	HSD17B8	53	137	162	105	193	41
None	HSD3B1	3	3	1	0	4	0
None	HSD3B2	0	0	0	0	0	0
None	HSD3B7	5	26	1	8	0	3
None	HSD3BP4	11	20	29	26	131	18
ENSG00000158406	HSD52	0	0	0	4	0	5
ENSG00000197061	HSDL1	770	1291	1434	1129	1505	464
ENSG00000197238	HSDL2	264	349	477	357	508	259
ENSG00000197837	HSF1	225	514	425	594	384	407
ENSG00000270276	HSF2	354	470	786	669	893	277
ENSG00000270882	HSF2BP	4	4	1	3	11	1
ENSG00000273542	HSF4	98	115	355	189	193	83
ENSG00000274618	HSF5	5	2	0	0	7	3
ENSG00000275126	HSFX1	0	0	0	0	0	0
ENSG00000276180	HSFX2	0	0	0	0	0	0
ENSG00000276966	HSFY1	0	0	0	0	0	0
ENSG00000277157	HSFY1P1	2	0	0	1	0	0
ENSG00000278637	HSFY2	0	0	0	0	0	0
ENSG00000278705	HSH2D	9	8	16	18	17	18
None	HSP90AA1	39009	91431	103692	88587	123704	39321
None	HSP90AB1	13140	34201	33500	39564	53133	14339
None	HSP90AB4P	1	2	9	4	22	15
None	HSP90B1	1779	4251	5719	3999	5521	1655
None	HSP90B2P	94	267	335	266	349	58
None	HSPA12A	2034	4237	5403	5786	7089	2290
None	HSPA12B	4	6	5	6	3	26
None	HSPA13	1980	3243	3707	3114	4245	1824
None	HSPA14	191	389	515	532	762	237
None	HSPA1A	6998	279	223	151	61	160
None	HSPA1B	2036	437	446	622	220	441
None	HSPA1L	28	43	60	11	13	33
None	HSPA2	264	191	539	70	129	149
None	HSPA4	430	1211	1027	1200	1561	322
None	HSPA4L	406	1567	1587	992	1580	438
None	HSPA5	1079	2542	2349	1693	2190	428
None	HSPA6	712	17	0	0	6	0
ENSG00000095951	HSPA7	454	0	0	0	1	6
ENSG00000010818	HSPA8	3154	7497	10124	8091	9375	1381
ENSG00000127124	HSPA9	2671	5303	6559	6535	8999	3096
ENSG00000123485	HSPB1	3460	1794	2085	2348	1685	430
ENSG00000156515	HSPB11	238	431	617	426	467	183
ENSG00000159399	HSPB2	146	195	237	201	163	56
ENSG00000160883	HSPB2-C11orf52	0	0	0	0	0	0
ENSG00000156510	HSPB3	1	0	2	0	0	0
None	HSPB6	175	171	131	81	169	87
ENSG00000206503	HSPB7	20	18	15	0	15	10
ENSG00000234745	HSPB8	1754	3288	3424	3081	3391	1873
ENSG00000204525	HSPB9	11	0	0	0	3	0
ENSG00000204257	HSPBAP1	76	155	195	119	149	56
ENSG00000242574	HSPBP1	352	760	1421	944	926	528
ENSG00000204252	HSPD1	1326	2200	2186	1717	2674	861
ENSG00000241106	HSPE1	2020	2729	3535	2985	3330	584
ENSG00000231389	HSPE1-MOB4	0	0	0	0	0	0
ENSG00000223865	HSPG2	12	1	1	4	3	1
ENSG00000224557	HSPH1	4694	7680	7214	4834	6185	1595
ENSG00000196735	HTATIP2	211	330	360	281	386	94
ENSG00000237541	HTATSF1	742	1821	2085	1598	2179	613
ENSG00000237541	HTATSF1P2	178	186	168	477	246	461
ENSG00000179344	HTN1	0	2	0	1	0	0
ENSG00000232629	HTN3	0	0	0	0	0	0
ENSG00000204287	HTR1A	28	37	6	3	0	9
ENSG00000196126	HTR1B	3	0	0	0	0	0
None	HTR1D	5	0	1	0	0	2
None	HTR1E	2	10	1	0	0	4
ENSG00000198502	HTR1F	4	26	38	144	117	74
ENSG00000229391	HTR2A	655	1765	1755	2226	1911	686
ENSG00000290878	HTR2A-AS1	1	3	0	0	0	1
ENSG00000204592	HTR2B	0	1	0	0	13	1
ENSG00000204642	HTR2C	549	412	1012	54	0	60
ENSG00000214922	HTR3A	1	0	0	2	0	0
ENSG00000204632	HTR3B	0	0	0	0	0	0
ENSG00000206341	HTR3C	0	0	1	0	0	0
ENSG00000310469	HTR3D	3	2	0	0	0	1
ENSG00000204622	HTR3E	5	0	0	1	0	1
ENSG00000243753	HTR4	7	1	18	0	5	6
ENSG00000291097	HTR5A	191	685	745	419	674	284
ENSG00000159267	HTR5A-AS1	46	88	56	78	134	32
ENSG00000108924	HTR6	4	66	3	18	4	11
ENSG00000071794	HTR7	7	26	110	21	22	2
ENSG00000239718	HTR7P1	42	36	31	55	74	13
ENSG00000136630	HTRA1	805	978	942	734	855	472
ENSG00000257551	HTRA2	280	388	536	377	445	228
ENSG00000101294	HTRA3	18	19	21	6	47	6
ENSG00000230613	HTRA4	1	5	13	0	0	1
ENSG00000147421	HTT	529	1064	923	1313	1263	878
ENSG00000256269	HTT-AS	0	1	5	0	1	4
ENSG00000183624	HULC	14	5	23	1	9	3
ENSG00000143341	HUNK	23	12	20	20	14	13
ENSG00000148357	HUS1	181	319	478	330	491	130
ENSG00000140382	HUS1B	2	0	0	0	0	2
ENSG00000064961	HUWE1	1653	2684	2781	3517	3943	1633
ENSG00000137309	HVCN1	147	50	36	30	36	19
ENSG00000216753	HYAL1	1	7	10	1	11	5
ENSG00000149948	HYAL2	27	139	74	143	119	21
ENSG00000189403	HYAL3	16	20	70	49	47	24
ENSG00000164104	HYAL4	0	4	0	0	0	1
ENSG00000029993	HYALP1	2	0	0	0	0	0
ENSG00000225336	HYDIN	15	15	23	9	15	20
ENSG00000176256	HYDIN2	8	7	14	20	10	0
ENSG00000117305	HYI	93	179	177	111	61	74
ENSG00000146151	HYKK	21	11	6	79	87	3
ENSG00000113161	HYLS1	90	284	345	218	340	93
ENSG00000112972	HYMAI	5	1	6	7	8	2
ENSG00000134240	HYOU1	505	869	919	753	995	636
ENSG00000205581	HYPK	0	0	0	0	0	0
ENSG00000198830	HYPM	0	0	0	0	0	0
ENSG00000179362	IAH1	347	939	1156	1011	1226	190
ENSG00000118418	IAPP	4	29	25	0	0	35
ENSG00000270362	IARS	884	1985	1837	2184	2881	562
ENSG00000182952	IARS2	507	769	1119	998	1104	514
ENSG00000198157	IBA57	37	67	36	81	68	58
ENSG00000113716	IBA57-AS1	0	12	8	0	2	1
ENSG00000100281	IBSP	1	6	2	0	0	1
None	IBTK	333	558	564	910	834	350
ENSG00000158497	ICA1	175	446	558	355	458	246
ENSG00000072571	ICA1L	379	585	822	804	708	510
ENSG00000251018	ICAM1	38	10	11	6	60	7
ENSG00000100292	ICAM2	52	97	16	81	54	23
ENSG00000103415	ICAM3	7	9	6	12	20	14
None	ICAM4	3	1	0	0	0	0
ENSG00000221887	ICAM5	0	7	1	0	4	0
ENSG00000215612	ICE1	237	622	719	577	760	519
ENSG00000188816	ICE2	158	123	170	125	136	121
ENSG00000188620	ICK	181	205	353	368	447	145
None	ICMT	510	1142	832	1531	1560	1234
None	ICOS	3	1	3	0	1	3
None	ICOSLG	0	0	0	0	0	2
ENSG00000135100	ICT1	254	487	640	591	952	221
ENSG00000241388	ID1	247	97	10	46	79	80
ENSG00000275410	ID2	593	496	707	641	561	504
ENSG00000101076	ID2-AS1	1	23	14	13	14	2
ENSG00000229005	ID3	258	53	128	44	53	195
ENSG00000164749	ID4	504	295	696	237	484	298
ENSG00000150540	IDE	137	216	234	186	233	107
ENSG00000177733	IDH1	271	459	639	568	974	227
ENSG00000135486	IDH1-AS1	30	14	33	21	25	11
ENSG00000139675	IDH2	313	173	344	148	233	137
ENSG00000214223	IDH3A	1376	3139	4305	2966	3885	1637
ENSG00000213412	IDH3B	650	2277	2898	2628	3646	736
ENSG00000122566	IDH3G	928	1801	2342	2058	2696	725
ENSG00000170144	IDI1	1786	2575	3678	3961	4239	1553
ENSG00000226790	IDI2	16	112	114	67	134	42
ENSG00000197451	IDI2-AS1	85	261	294	352	590	104
ENSG00000092199	IDNK	47	50	159	51	35	34
ENSG00000179172	IDO1	2	5	2	0	2	0
ENSG00000275774	IDO2	3	0	0	10	7	3
ENSG00000277058	IDS	6434	10055	14171	12345	11867	10738
ENSG00000179412	IDUA	22	38	34	18	54	43
ENSG00000138668	IER2	38	25	7	32	23	8
ENSG00000152795	IER3	116	124	174	265	345	80
ENSG00000169813	IER3IP1	482	1097	1271	1142	1590	511
ENSG00000169045	IER5	235	25	18	28	40	17
ENSG00000126945	IER5L	31	36	64	33	37	60
ENSG00000096746	IFFO1	157	299	223	352	449	241
ENSG00000165119	IFFO2	79	67	59	66	114	87
ENSG00000293312	IFI16	137	44	78	47	35	28
ENSG00000104824	IFI27	214	185	116	148	200	99
ENSG00000143889	IFI27L1	173	367	399	425	465	115
ENSG00000099783	IFI27L2	918	2249	3218	2199	2730	515
ENSG00000125944	IFI30	229	55	24	26	68	0
ENSG00000153187	IFI35	3	10	16	3	9	0
None	IFI44	98	61	165	15	70	14
ENSG00000105323	IFI44L	91	44	170	12	122	3
ENSG00000214753	IFI6	559	845	4731	493	578	347
ENSG00000234857	IFIH1	8	0	20	0	9	4
ENSG00000241935	IFIT1	407	713	1298	512	1116	197
ENSG00000152413	IFIT1B	0	0	0	0	1	4
ENSG00000103942	IFIT2	55	111	80	47	468	47
ENSG00000051128	IFIT3	70	99	235	88	779	13
ENSG00000290292	IFIT5	565	834	1713	852	1467	555
ENSG00000134709	IFITM1	581	212	41	233	292	136
ENSG00000095066	IFITM10	549	1578	879	787	556	681
ENSG00000168172	IFITM2	502	107	91	173	151	140
ENSG00000171476	IFITM3	1405	670	898	521	1388	1109
ENSG00000143452	IFITM4P	1	0	0	0	0	0
ENSG00000176635	IFITM5	0	0	0	0	0	1
ENSG00000227117	IFNA1	2	1	0	0	0	0
ENSG00000228630	IFNA10	0	0	0	0	0	0
ENSG00000233429	IFNA13	0	0	0	0	0	0
None	IFNA14	1	0	0	0	0	0
ENSG00000243766	IFNA16	0	0	0	0	1	0
ENSG00000253552	IFNA17	0	1	0	1	0	0
ENSG00000254369	IFNA2	2	0	1	0	0	0
ENSG00000105991	IFNA21	0	0	0	4	9	0
ENSG00000253293	IFNA22P	0	0	0	1	0	1
ENSG00000253187	IFNA4	1	0	0	0	0	0
None	IFNA5	0	0	0	0	0	1
ENSG00000005073	IFNA6	0	0	0	0	0	0
ENSG00000240990	IFNA7	0	0	0	0	0	0
ENSG00000106031	IFNA8	0	0	0	0	0	0
ENSG00000105996	IFNAR1	510	1025	1187	913	1238	486
ENSG00000105997	IFNAR2	41	75	81	84	46	15
ENSG00000197576	IFNB1	1	0	0	0	0	0
ENSG00000106004	IFNE	3	0	0	1	0	0
ENSG00000106006	IFNG	2	1	0	0	0	0
ENSG00000122592	IFNG-AS1	4	0	2	0	0	0
ENSG00000078399	IFNGR1	569	839	1182	1000	1389	387
ENSG00000230148	IFNGR2	320	318	420	414	488	233
ENSG00000233101	IFNK	0	0	1	0	0	0
ENSG00000120094	IFNL1	0	0	0	0	1	0
ENSG00000159184	IFNL2	0	1	0	0	0	0
ENSG00000173917	IFNL3	5	0	0	2	0	0
ENSG00000120093	IFNL4	0	0	0	0	0	0
ENSG00000182742	IFNLR1	16	1	35	4	3	21
ENSG00000120075	IFNW1	1	0	0	0	3	0
ENSG00000108511	IFRD1	465	850	851	550	797	413
ENSG00000260027	IFRD2	66	97	28	71	33	41
ENSG00000120068	IFT122	111	151	84	128	147	68
ENSG00000170689	IFT140	81	115	105	203	166	70
ENSG00000250451	IFT172	138	406	350	437	380	132
ENSG00000250133	IFT20	259	614	718	510	878	381
ENSG00000251151	IFT22	285	695	923	687	932	211
ENSG00000180818	IFT27	241	708	743	570	890	171
ENSG00000123388	IFT43	212	584	885	685	725	213
ENSG00000123407	IFT46	205	411	535	489	546	158
ENSG00000123364	IFT52	138	297	253	146	189	105
ENSG00000249641	IFT57	303	601	1098	1649	2208	349
ENSG00000198353	IFT74	122	239	472	196	420	96
ENSG00000172789	IFT74-AS1	3	0	2	9	3	0
ENSG00000197757	IFT80	234	515	366	380	449	141
ENSG00000037965	IFT81	163	322	336	258	332	96
ENSG00000180806	IFT88	79	264	258	238	271	200
ENSG00000237380	IGBP1	487	802	1013	1219	1661	452
ENSG00000128645	IGBP1P1	10	13	7	15	20	3
ENSG00000128710	IGDCC3	29	30	9	19	27	21
ENSG00000128713	IGDCC4	260	103	227	81	116	60
ENSG00000170178	IGF1	380	802	128	141	14	970
ENSG00000128714	IGF1R	358	649	620	611	488	478
ENSG00000128652	IGF2	0	0	1	0	0	0
ENSG00000170166	IGF2-AS	1	0	3	0	0	0
ENSG00000175879	IGF2BP1	12	3	3	1	1	0
ENSG00000128709	IGF2BP2	22	6	2	24	22	7
ENSG00000257017	IGF2BP2-AS1	1	0	1	0	2	5
None	IGF2BP3	1	7	0	3	5	0
None	IGF2R	89	63	221	168	235	184
ENSG00000127483	IGFALS	5	0	0	0	0	0
ENSG00000121905	IGFBP1	46	62	73	64	75	10
ENSG00000115756	IGFBP2	0	20	65	7	3	3
ENSG00000116983	IGFBP3	17	51	15	42	3	13
ENSG00000158104	IGFBP4	655	1979	637	149	87	943
ENSG00000186603	IGFBP5	91	17	41	15	12	9
ENSG00000164120	IGFBP6	158	378	423	516	600	137
ENSG00000163106	IGFBP7	712	511	533	355	379	457
ENSG00000105707	IGFBP7-AS1	31	26	32	0	21	4
ENSG00000227392	IGFBPL1	35	82	114	172	122	82
ENSG00000261701	IGFL1	5	1	0	0	0	0
ENSG00000165704	IGFL2	1	0	0	0	0	0
ENSG00000107521	IGFL3	0	0	0	0	0	0
ENSG00000289758	IGFL4	0	0	0	0	0	0
ENSG00000163755	IGFLR1	75	74	6	55	102	52
ENSG00000100099	IGFN1	11	10	4	0	1	9
ENSG00000110756	IGHMBP2	199	255	285	381	317	173
ENSG00000166189	IGIP	1323	2017	2674	1938	2551	1207
ENSG00000173083	IGLL1	0	4	0	0	0	0
ENSG00000172987	IGLL3P	2	0	3	11	2	3
None	IGLL5	1	2	0	0	0	0
ENSG00000110169	IGLON5	79	169	147	301	184	244
ENSG00000253521	IGSF1	64	99	135	44	62	20
ENSG00000168453	IGSF10	124	139	188	137	169	66
ENSG00000174775	IGSF11	32	43	87	20	31	7
None	IGSF11-AS1	1	3	0	0	0	15
None	IGSF21	10	12	159	34	13	0
None	IGSF22	4	27	56	45	100	5
None	IGSF23	13	19	1	6	0	21
ENSG00000234520	IGSF3	152	290	306	221	236	348
None	IGSF5	12	11	8	26	29	6
None	IGSF6	7	4	19	7	11	5
None	IGSF8	367	839	1071	838	700	402
ENSG00000130528	IGSF9	1	5	0	1	3	0
ENSG00000196196	IGSF9B	9	26	14	26	2	5
ENSG00000113905	IHH	1	0	1	0	0	0
ENSG00000196639	IK	256	686	1012	775	920	393
ENSG00000113749	IKBIP	54	41	22	37	38	76
ENSG00000101180	IKBKAP	360	1032	969	746	988	262
ENSG00000134489	IKBKB	68	77	53	78	57	74
ENSG00000135116	IKBKE	36	42	105	95	103	69
ENSG00000197915	IKBKG	4	9	7	4	5	0
None	IKZF1	60	34	42	1	11	3
ENSG00000118960	IKZF2	115	54	158	61	100	91
ENSG00000231948	IKZF3	16	3	0	0	0	0
ENSG00000153936	IKZF4	88	116	82	79	64	112
ENSG00000002587	IKZF5	554	886	1007	1050	1058	397
ENSG00000122254	IL10	4	1	0	0	0	3
ENSG00000153976	IL10RA	24	5	15	12	25	4
ENSG00000125430	IL10RB	51	137	37	58	80	11
ENSG00000182601	IL10RB-AS1	16	2	0	10	6	1
ENSG00000249853	IL11	20	17	8	8	11	19
ENSG00000162040	IL11RA	31	47	20	18	24	28
ENSG00000136720	IL12A	19	19	25	12	14	8
ENSG00000171004	IL12A-AS1	9	1	3	0	0	2
ENSG00000235849	IL12B	2	1	9	12	15	0
ENSG00000185352	IL12RB1	11	1	5	0	0	0
ENSG00000230989	IL12RB2	1	1	3	0	3	5
ENSG00000226742	IL13	4	4	0	0	0	2
ENSG00000100209	IL13RA1	166	285	465	152	230	169
ENSG00000117594	IL13RA2	102	313	132	129	188	65
ENSG00000167733	IL15	17	2	3	11	8	1
ENSG00000176387	IL15RA	2	2	41	16	18	27
ENSG00000108786	IL16	11	4	7	20	14	14
ENSG00000072506	IL17A	3	5	0	0	0	4
ENSG00000198189	IL17B	1	1	0	0	13	0
ENSG00000149084	IL17C	0	0	1	0	0	1
ENSG00000170509	IL17D	89	142	189	99	96	78
ENSG00000087076	IL17F	5	1	1	0	0	0
