Protein names,Gene names,Ctrl N02,Ctrl N04,Ctrl N06,Ctrl N08,Ctrl N10,PD N01,PD N03,PD N05,PD N07,PD N09
Excitatory amino acid transporter 1,SLC1A3,19.23060353597005,21.165570576985676,21.581628163655598,21.387374877929688,21.361160278320312,20.397403717041016,21.22319221496582,21.234811147054035,22.018675486246746,21.490301767985027
Purkinje cell protein 4,PCP4,23.41995684305827,23.32915433247884,23.272711435953777,23.167895634969074,23.387236913045246,23.848656336466473,24.400662740071613,24.010792414347332,22.734364827473957,23.282147725423176
Glutathione synthetase,GSS,20.84611638387044,20.59920374552409,20.87574831644694,20.75548553466797,20.789812088012695,18.89782460530599,20.615373611450195,21.027022043863933,20.853238423665363,20.596291224161785
"Alanine--tRNA ligase, cytoplasmic",AARS,21.750272115071613,21.30065091451009,21.742388407389324,21.195741017659504,21.554215749104817,21.687060674031574,21.616426467895508,21.84778086344401,21.34305254618327,21.167200724283855
"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADVL,21.858893076578777,21.699925740559895,21.73634656270345,21.71803029378255,21.826134999593098,21.49767303466797,21.63152821858724,21.502846399943035,22.113819122314453,21.866382598876953
"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",IDH3A,21.00065739949544,23.158771514892578,23.293963114420574,23.028615315755207,22.71743901570638,23.194512685139973,22.78535652160645,22.843955993652344,22.957365036010742,23.04980214436849
N-sulphoglucosamine sulphohydrolase,SGSH,22.59128189086914,21.69324239095052,21.42871030171712,21.599110285441082,21.863794962565105,22.735074361165363,21.999372482299805,21.499035517374676,22.430596669514973,22.532111485799152
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,NDUFA8,21.294928232828777,21.728951772054035,21.717573801676433,21.559494018554688,21.71599578857422,21.203406651814777,21.780569712320965,22.0438658396403,21.79018910725912,22.078813552856445
"6-phosphogluconate dehydrogenase, decarboxylating",PGD,22.903085072835285,22.483104070027668,22.28617986043294,22.650198618570965,22.259990692138672,22.590617497762043,22.60238202412923,22.80439631144206,22.849781036376953,22.951618194580078
Heat shock-related 70 kDa protein 2,HSPA2,21.280284881591797,21.576806386311848,20.234207153320312,20.610374450683594,20.50459162394206,21.49759356180827,20.979564666748047,21.088119506835938,21.126393636067707,21.4569149017334
Gamma-aminobutyric acid receptor-associated protein-like 2,GABARAPL2,20.27467155456543,20.224018732706707,20.359586079915363,20.329310099283855,20.17973454793294,20.76726722717285,20.23134994506836,20.191186269124348,20.409711837768555,20.287296930948894
40S ribosomal protein S20,RPS20,22.547958374023438,22.16996701558431,22.428516387939453,22.925683339436848,23.21065839131673,22.248883565266926,22.330193837483723,22.340773900349934,22.231300354003906,22.201937357584637
Alpha-centractin,ACTR1A,22.02059809366862,22.04485321044922,22.649744033813477,22.16719627380371,22.721696217854817,22.375967025756836,22.568206151326496,22.68152364095052,21.931927998860676,21.961078643798828
"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed",YWHAG,26.244986216227215,24.49356206258138,25.162050247192383,24.673301060994465,25.244255701700848,24.874030431111652,25.064498901367188,25.4439214070638,24.808069864908855,24.737119674682617
GTP-binding nuclear protein Ran,RAN,20.370730717976887,22.173051198323567,21.81509272257487,21.828896204630535,21.78394826253255,21.100962320963543,21.84368324279785,22.040963490804035,21.43618392944336,21.558483123779297
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GNB1,24.70922025044759,24.991363525390625,24.496278762817383,25.00470733642578,24.90072186787923,24.82307243347168,24.957861582438152,24.636587778727215,24.832390467325848,24.90985361735026
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,GNB2,21.751103083292644,21.728758494059246,21.844153722127277,21.92871030171712,22.246042251586914,21.70570437113444,22.001149495442707,22.103965123494465,22.15606625874837,21.70886294047038
Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin,UBA52;RPS27A;UBB;UBC,23.15386962890625,22.803178151448567,23.06819025675456,23.444285710652668,23.738541920979817,24.44097900390625,23.977109909057617,23.68390401204427,23.547353108723957,23.787022908528645
Vesicle-associated membrane protein 2,VAMP2,23.73109753926595,23.381458918253582,23.534534454345703,23.168821970621746,23.786656697591145,23.959978739420574,23.91626230875651,23.77125358581543,23.475486755371094,23.66070556640625
Hemoglobin subunit alpha,HBA1,28.25775146484375,28.210440317789715,28.472867965698242,28.539157867431644,27.746588389078777,27.249143600463867,28.777904510498047,27.09459686279297,27.006855646769207,25.687242507934574
Brain acid soluble protein 1,BASP1,25.81982167561849,25.84981346130371,25.392263412475586,25.54893175760905,24.69753138224284,26.061262766520183,25.756672541300457,26.00241978963216,26.0712833404541,25.74947675069173
Adenylyl cyclase-associated protein 1,CAP1,21.328938166300457,21.202080408732098,20.811636606852215,21.458669662475586,21.373921712239582,21.861296971638996,20.960395177205402,21.279816309611004,21.541354497273762,21.514447530110676
60S ribosomal protein L6,RPL6,20.898905436197918,21.271371841430664,21.496259053548176,21.457180658976238,21.923093795776367,20.568878173828125,20.970317204793293,21.084156672159832,21.44471804300944,21.744905471801758
Secernin-1,SCRN1,23.457759221394856,23.31248156229655,23.651519775390625,23.906397501627605,23.440431594848633,23.375449498494465,22.94287872314453,23.629867553710938,23.010037104288738,22.99456723531087
Vesicular integral-membrane protein VIP36,LMAN2,20.095643361409504,20.142324447631836,20.15106137593587,20.206165313720703,20.210142135620117,20.058761596679688,19.948588053385418,19.982694625854492,20.24781545003255,20.134365717569988
"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",ECH1,21.33360417683919,21.21909014383952,21.160241444905598,21.45922025044759,20.92668914794922,21.196585337320965,21.1955083211263,20.861353556315105,21.97708574930827,21.594134012858074
Selenium-binding protein 1,SELENBP1,21.969095865885418,21.507111231486004,21.0582275390625,21.81861941019694,20.873563766479492,21.59095001220703,22.038754145304363,22.17049217224121,21.90645472208659,22.127899169921875
Limbic system-associated membrane protein,LSAMP,21.62057622273763,21.699392954508465,21.090466181437176,21.583699544270832,21.017110188802082,22.02479426066081,21.678080876668293,21.2071959177653,21.742558161417644,21.744938532511394
Drebrin,DBN1,20.120808283487957,18.468207677205402,19.33026695251465,18.642802556355793,20.704635620117188,20.225879669189453,20.234561920166016,19.821820576985676,19.78295580546061,18.699242273966473
Myelin-oligodendrocyte glycoprotein,MOG,21.737088521321613,22.46069081624349,21.6980775197347,22.075759887695312,20.971757888793945,21.848798751831055,21.740820566813152,21.602528889973957,22.532019933064777,22.912007649739582
"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,21.84627405802409,22.13112449645996,21.770626068115234,22.2900447845459,21.58354886372884,21.51144790649414,21.803532282511394,21.34805742899577,22.082270940144856,21.84157880147298
"Hydroxyacylglutathione hydrolase, mitochondrial",HAGH,20.671175003051758,21.080167770385742,21.655091603597004,21.199626286824543,20.83519999186198,21.178401311238606,21.067087809244793,21.203108469645183,21.853750228881836,21.54374122619629
"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",NDUFA9,21.29250144958496,21.874680201212566,21.397071202596027,21.71307627360026,21.34275754292806,21.407917022705078,21.57848866780599,21.654259363810223,21.589518864949543,21.907955169677734
UTP--glucose-1-phosphate uridylyltransferase,UGP2,20.690648396809895,20.483654657999676,20.241891860961914,20.211644490559895,19.9379342397054,20.36681302388509,20.124815622965496,20.471607208251957,20.594147364298504,20.43512725830078
Isoaspartyl peptidase/L-asparaginase;Isoaspartyl peptidase/L-asparaginase alpha chain;Isoaspartyl peptidase/L-asparaginase beta chain,ASRGL1,21.377160390218098,21.658480326334637,21.34814389546712,21.03411610921224,20.82217407226563,21.96866798400879,21.646149317423504,21.28830083211263,22.051780064900715,22.30978266398112
Proline-rich transmembrane protein 2,PRRT2,21.255512873331707,21.045116424560547,21.139198939005535,20.86503537495931,20.407009760538738,21.062381744384766,21.11288070678711,20.511653900146484,21.401474634806316,20.850645701090496
Actin-related protein 2/3 complex subunit 1A,ARPC1A,20.818073272705078,20.94943682352702,20.851465225219727,20.638770421346027,20.67370096842448,20.731304168701172,20.817559560139973,20.784366607666016,20.519020716349285,20.635645548502605
Immunoglobulin superfamily member 8,IGSF8,22.221649169921875,22.2727108001709,21.8159605662028,21.542896270751953,21.453641255696613,22.59045664469401,22.38522783915202,21.685981114705402,22.477101643880207,22.526945114135742
AP-2 complex subunit mu,AP2M1,20.733767827351887,20.88112449645996,20.767014185587566,20.9709955851237,20.500701268513996,21.249916712443035,20.50080744425456,20.869228998819988,20.914655685424805,21.00600814819336
Phytanoyl-CoA hydroxylase-interacting protein-like,PHYHIPL,21.812166849772137,20.773410161336262,20.92871920267741,21.239302317301433,21.458253224690754,21.262732187906902,21.10968271891276,21.314605077107746,20.84358851114909,20.77827326456706
Microtubule-associated protein 6,MAP6,22.228282292683918,22.040744145711262,22.101950963338215,21.958864212036133,21.860202153523762,22.093923568725586,22.1315975189209,21.457055409749348,22.12939389546712,22.241387049357098
Cytosolic non-specific dipeptidase,CNDP2,23.11725425720215,23.198408126831055,23.084455490112305,22.997966130574543,22.747623443603516,23.278034845987957,23.363747278849285,23.393588383992512,23.03914515177409,23.213468551635742
Synaptic vesicle membrane protein VAT-1 homolog,VAT1,21.364904403686523,21.72528902689616,21.34266535441081,20.771461486816406,21.651143391927082,21.968775431315105,22.067005157470703,21.652706146240234,21.220561345418293,21.631985982259113
3-hydroxyacyl-CoA dehydrogenase type-2,HSD17B10,22.040417353312176,21.721057256062824,21.70415751139323,21.605388641357422,22.01127052307129,21.555776596069336,21.934703826904297,21.9472173055013,22.163679122924805,21.962226231892902
Endophilin-A1,SH3GL2,21.251893361409504,21.541208267211914,21.84918467203776,21.61887041727702,21.657950083414715,21.487560272216797,21.691443125406902,21.679604212443035,21.476253509521484,21.87441062927246
Dihydropyrimidinase-related protein 5,DPYSL5,22.63356590270996,23.056184768676758,22.630804697672527,22.637178421020508,22.348251342773438,21.870598475138348,22.714954376220703,22.339649836222332,22.951473871866863,23.24660873413086
Protein NipSnap homolog 1,NIPSNAP1,22.35003598531087,22.093745549519856,22.209156672159832,22.361478805541992,22.169403076171875,21.925762176513672,22.497095743815105,21.87517801920573,22.362219492594402,22.168206532796223
Endoplasmic reticulum resident protein 44,ERP44,21.272733688354492,20.686365127563477,20.90309715270996,21.095741271972656,20.802149454752605,20.6117426554362,20.319974899291992,20.71980857849121,18.570029576619465,18.952957153320312
Apolipoprotein O,APOO,21.27519925435384,20.82758076985677,21.100061416625977,20.92839241027832,20.98831558227539,20.971320470174152,19.893564224243164,20.12949053446452,20.537938435872395,20.016104380289715
Tubulin polymerization-promoting protein family member 3,TPPP3,21.40571403503418,20.620466868082683,20.885150909423828,20.684393564860027,20.512657165527344,21.60350227355957,21.04378318786621,20.876367568969727,21.356480916341145,20.87109438578288
Beta-soluble NSF attachment protein,NAPB,23.57507260640462,23.506970087687176,23.975678126017254,23.6763178507487,24.025218327840168,23.718971252441406,23.84885533650716,23.990556716918945,23.646961212158203,23.551342010498047
Sideroflexin-1,SFXN1,22.885055541992188,22.359542846679688,22.769507090250652,22.595717748006184,22.603827158610027,22.35616111755371,22.510847727457683,22.49021275838216,22.70171610514323,22.29413604736328
Ras-related protein Rab-18,RAB18,22.053424835205078,21.643341064453125,22.007022221883137,21.634686787923176,22.181474685668945,21.818951924641926,21.838973999023438,21.71120325724284,21.254629770914715,21.088277180989582
Obg-like ATPase 1,OLA1,19.19018491109212,19.58014170328776,19.571866353352863,19.494571050008137,19.630535125732422,20.498755137125652,19.918338775634766,19.67942746480306,19.480501174926758,19.555343627929688
Protein FAM49B,FAM49B,21.530532201131184,21.849994659423828,21.412240346272785,21.622564951578777,21.523969650268555,21.29831886291504,21.62299156188965,21.462434768676758,21.639018376668293,21.94450569152832
Septin-11,Sep-11,22.002087275187176,21.896059036254883,21.669846216837566,21.83523432413737,21.37036196390788,22.169185638427734,21.840933481852215,21.52437400817871,22.182809193929035,22.042006810506184
Dickkopf-related protein 3,DKK3,21.2291997273763,21.084943135579426,20.707085291544598,20.725467046101887,20.274390538533527,20.835788091023762,21.508458455403645,20.94776980082194,21.190151850382488,21.809410730997723
Glyoxylate reductase/hydroxypyruvate reductase,GRHPR,21.686045964558918,21.640803654988606,21.276060104370117,21.497194290161133,21.475616455078125,21.470469156901043,21.4891783396403,21.555797576904293,21.184343973795574,21.744219462076824
Cathepsin Z,CTSZ,22.307505925496418,23.336732228597004,22.742785771687824,22.740121205647785,22.277610778808594,22.616682688395183,23.519293467203777,23.033191680908203,23.679399490356445,23.65009880065918
Neuronal-specific septin-3,Sep-03,20.922034581502277,20.726864496866863,20.583292643229168,20.653038024902344,20.61013412475586,20.89512825012207,20.620846430460613,20.77823829650879,21.079102834065754,21.02515983581543
NSFL1 cofactor p47,NSFL1C,20.23959795633952,20.003695170084637,19.90502421061198,19.777964909871418,20.484102249145508,20.344107309977215,20.17787233988444,20.52260144551595,19.305575688680012,20.02226384480794
Phenylalanine--tRNA ligase alpha subunit,FARSA,23.811744054158527,23.22857729593913,24.32733217875163,23.903104782104492,24.561268488566082,23.573870340983074,23.84869321187337,24.04125722249349,22.14529291788737,22.81147638956706
Lambda-crystallin homolog,CRYL1,20.3330020904541,20.122662862141926,19.876047770182293,19.782018025716145,19.40538152058919,20.425854365030926,20.149080276489258,20.438229242960613,19.97180112202962,19.936704635620117
